Time,x_cv,z_cv,ax_imu,ay_imu,theta_cv,w_imu,x_out,vx_out,ax_out,y_out,vy_out,ay_out,theta_out,w_out
0.042919,0.0,0.0,-0.30406361083984373,0.3232172241210937,0.0,0.003464012255866608,0.06662823803825271,-0.006368033343502501,-0.32152819486498957,0.0,0.0,0.0,-0.2992091547079262,6.083705579596155e-05
0.099211,0.0,0.0,-0.33518823242187495,0.2753331909179687,0.0,0.005595712105630674,0.024591630156937577,-0.027431674769101192,-0.27585285358557354,0.0,0.0,0.0,-0.3312462372985897,9.784174255245327e-05
0.111625,0.0,0.0,-0.277727392578125,0.258573779296875,0.0,0.006928024511733216,0.00922114030360411,-0.031617046112211174,-0.25877587327496193,0.0,0.0,0.0,-0.2753387001322643,0.00012103269788873292
0.175152,0.0,0.0,-0.277727392578125,0.29927520751953124,0.0,0.005329249624410167,0.0025343699511421397,-0.048805758654147866,-0.2988733260282367,0.0,0.0,0.0,-0.274756132197071,9.320301216656418e-05
0.198777,0.0,0.0,-0.33039982910156246,0.26336218261718747,0.0,0.005196018383799912,0.0004937357398948644,-0.0559687431144126,-0.26377056936255094,0.0,0.0,0.0,-0.32630295923604513,9.088209027167535e-05
0.224266,0.0,0.0,-0.28012159423828126,0.3232172241210937,0.0,0.006528330789902454,-0.00038767078944438205,-0.0626161382933312,-0.3226116731561266,0.0,0.0,0.0,-0.2776370268738553,0.00011411860940953303
0.244087,0.0,0.0,-0.3327940307617187,0.2609679809570312,0.0,0.006128637068071691,-0.0006443954441299827,-0.0688510873134223,-0.261651909196442,0.0,0.0,0.0,-0.32867457452433574,0.00010714126510753962
0.277967,0.0,0.0,-0.277727392578125,0.26336218261718747,0.0,0.00866003063966652,-0.001187220866041654,-0.07729600904612635,-0.2633644004460522,0.0,0.0,0.0,-0.27531330099542567,0.00015127727171970978
0.325135,0.3058781721228951,0.5789943307799165,-0.3327940307617187,0.30406361083984373,-0.16327392068404956,0.007860643196004996,-0.3626648033333467,-0.20917219000364584,-0.30365482937740507,0.19061272256633927,0.0656297381439766,0.008962014543995818,-0.3303930519882008,0.00013735356450615162
0.401157,0.3058781721228951,0.5789943307799165,-0.27293898925781246,0.29927520751953124,-0.16327392068404956,0.0074609494741742334,-0.5053854699333855,-0.30206818148720826,-0.29932612751297516,0.26526741376239155,0.10677192155314454,0.015975007524381083,-0.2723775791559943,0.0001302451488521463
0.488595,0.3058781721228951,0.5789943307799165,-0.258573779296875,0.2753331909179687,-0.16327392068404956,0.0074609494741742334,-0.5623797951791258,-0.34914964704569035,-0.27559328916986003,0.2946576657642235,0.12344056906277323,0.019321038950315332,-0.2577045044680977,0.00013024722509927676
0.54851,0.3058781721228951,0.5789943307799165,-0.23223756103515625,0.3112462158203125,-0.16327392068404956,0.00866003063966652,-0.5807509540055155,-0.3637459249452855,-0.31087443533381187,0.30449626697274,0.12628256482227418,0.019748653526864342,-0.23177578125232604,0.00015119723702082522
0.629554,0.3058781721228951,0.5789943307799165,-0.239420166015625,0.29927520751953124,-0.16327392068404956,0.006128637068071691,-0.5906212102412156,-0.37350348043189163,-0.29940485968358366,0.3090706784359563,0.12304042347042729,0.018322585142022563,-0.23852998470037284,0.00010700436503726204
0.688602,0.3044974638446967,0.5805490523289405,-0.28012159423828126,0.2753331909179687,-0.163874069914917,0.005329249624410167,-0.5924774929310324,-0.37718370075315233,-0.27560078719441383,0.30880671139723137,0.11820502681505986,0.01640972923737624,-0.2784477487063016,9.308536108706837e-05
0.758698,0.3044974638446967,0.5805490523289405,-0.26336218261718747,0.2537853759765625,-0.163874069914917,0.0057289433462409285,-0.5947217081267192,-0.37824425870660255,-0.2540227774832472,0.3090424258303518,0.11228202712160675,0.013920464045462155,-0.26246213710163874,0.00010002126976279359
0.798275,0.3044974638446967,0.5805490523289405,-0.3399766357421875,0.28012159423828126,-0.163874069914917,0.007993874436615249,-0.5914412983062175,-0.37776597089676683,-0.27986896245174653,0.3078193525124778,0.10889363503457482,0.012472476922488393,-0.3372939799828782,0.00013968316636236397
0.87719,0.3044974638446967,0.5805490523289405,-0.258573779296875,0.2657563842773437,-0.163874069914917,0.007993874436615249,-0.5955670047510608,-0.37867899797387655,-0.26590665672061214,0.3087588233278798,0.10223874380223844,0.009496733490469028,-0.2583939394546343,0.00013951868044812782
0.933,0.3044974638446967,0.5805490523289405,-0.30885201416015623,0.34715924072265625,-0.163874069914917,0.008127105677225504,-0.5939050813111109,-0.3766419655060289,-0.3463203082919769,0.3081006762930652,0.09684215409917799,0.0070905812410753605,-0.30678900582762786,0.00014201595230113208
0.988852,0.3044974638446967,0.5805490523289405,-0.22266075439453123,0.33039982910156246,-0.163874069914917,0.009992343045769061,-0.5933441106439318,-0.3800493735044359,-0.33056549456661183,0.3077623475184383,0.09184883668579309,0.004825710080487,-0.222919035992597,0.0001743735337709722
1.051807,0.3044974638446967,0.5805490523289405,-0.239420166015625,0.3112462158203125,-0.163874069914917,0.006261868308681946,-0.594148536345922,-0.3822911669225758,-0.31145793596431387,0.30774183225766716,0.0861295678430909,0.0022137192123656275,-0.23844262618410586,0.00010932873005958617
