Time,x_meas,y_meas,theta_meas,x_out,vx_out,y_out,vy_out,theta_out,w_out
0.06702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.108537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.115373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.122108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.142356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.190655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.202745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.224496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.273299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.290653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.297152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.31983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.330603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.344874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.350538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.37061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.376694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.382065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.404385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.410485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.420598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.440658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.450613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
