Time,x_meas,y_meas,theta_meas,x_out,vx_out,y_out,vy_out,theta_out,w_out
0.037728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.082079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.160267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.199818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.239725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.286832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.316731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.349216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.386838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.391604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.397753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.455329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.505296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.555338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.56693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.58707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.591323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.596063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.600331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.616688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.621011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.625639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.631264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.63611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.65676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.661386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.66735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.672845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.677492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.690011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.694647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.699026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.703364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.708056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.71399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.719551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.724365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.730841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.736459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.757397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.761682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.767646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.77176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.796664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.802126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.810248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.814744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.820623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.825311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.829284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.833488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.838152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.843545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.847918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.852251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.856751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.863373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.869353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.876781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.896635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.901171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.90779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.912193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.917844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.937038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.941924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.948407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.968185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.973834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.978853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.983358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.996648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.005776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.026949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.033726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.038616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.043352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.048015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.067302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.074053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.078795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.096716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.101529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.106682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.111262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.117436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.123619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.126998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.131134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.137546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.142138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.146667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.151502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.157768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.162482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
