Time,x_meas,y_meas,theta_meas,x_out,vx_out,y_out,vy_out,theta_out,w_out
0.019721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.058013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.082083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.124577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.161767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.204749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.244702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.292091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.317659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.337347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.341421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.344806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.348472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.351871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.358547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.362175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.365891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.369352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.373523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.388338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.423317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.438003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.47082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.490012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.506237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.515209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.531086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.544248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.561683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.574833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.613344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.621005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.627767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.633452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.639588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.645567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.65146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.657111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.663044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.668774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.674772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.688799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.696292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.700009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.707404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
