Time,x_meas,y_meas,theta_meas,x_out,vx_out,y_out,vy_out,theta_out,w_out
0.021798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.053591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.057163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.060394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.077589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.080759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.084052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.097571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.100936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.104136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.107244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.119959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.122278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.124609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.127134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.140685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.144496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.157661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.161903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.165094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.187538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.191172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.194748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.198751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.214567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.218458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.231062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.234723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.247586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.251436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.255123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.267618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.271494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.275081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.278946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.29101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.294738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.307574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.311458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.315033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.318989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.326394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.331573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.335938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.341018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.349589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.383266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.411851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.422608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.450979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.474924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.52247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.562491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.607598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.622561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.626379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.630233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.635536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.640015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.643807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.64788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.656617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.659996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.663897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.668531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.673259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.679465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.682622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.686334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.689499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.702842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.706475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
