Time,x_cv,z_cv,ax_imu,ay_imu,theta_cv,w_imu,x_out,vx_out,ax_out,y_out,vy_out,ay_out,theta_out,w_out
0.0176,0.0,0.0,-0.6200982299804687,0.9648632690429687,0.0,0.00013323124061025415,0.0,0.0,0.0,2.799261120431859e-06,0.0025985112254796926,0.5586050504792727,0.35900609384331017,0.0007802962238342736
0.110628,0.0,0.0,-0.737414111328125,0.9864110839843749,0.0,0.004263399699528133,0.0,0.0,0.0,0.0019542914150069584,0.06850707338125328,0.7353402865200233,0.5158938089853476,0.00936845959265613
0.160176,0.0,0.0,-0.6775590698242188,0.9217676391601562,0.0,0.005462480865020421,0.0,0.0,0.0,0.004264746062551025,0.1107893872550019,0.8005548524054781,0.5728991725369025,0.010680929273595319
0.251215,0.0,0.0,-0.737414111328125,0.8283937744140625,0.0,-0.007993874436615249,0.0,0.0,0.0,0.011756882022846254,0.18206383628502232,0.8094711018871017,0.6265341536796906,0.008313821557145691
0.293675,0.0,0.0,-0.6847416748046875,0.9433154541015625,0.0,0.01732006127933304,0.0,0.0,0.0,0.013956864555336982,0.21855357990378235,0.8507683989144932,0.6450264265087772,0.012074655687779729
0.321098,0.0,0.0,-0.7278373046875,0.8571241943359375,0.0,0.01945176112909711,0.0,0.0,0.0,0.013898769981780381,0.23922698535114778,0.8526581692888876,0.6705151368019416,0.01532402250300183
0.329644,0.0,0.0,-0.6368576416015624,0.9265560424804687,0.0,0.01971822361031762,0.0,0.0,0.0,0.011144652270612131,0.24660999625836538,0.874776826366473,0.6605349963591759,0.016390334967101947
0.336451,0.0,0.0,-0.679953271484375,0.8714894042968749,0.0,0.017186830038722786,0.0,0.0,0.0,0.008959130036349915,0.2514021816044791,0.873790098974521,0.6664108011463435,0.016716720899502456
0.35335,0.0,0.0,-0.7350199096679687,0.8834604125976562,0.0,0.037837672333312186,0.0,0.0,0.0,0.009322423631731632,0.26519998076108375,0.8766587641266155,0.6871231076205444,0.02331778444371251
0.35992,0.0,0.0,-0.8283937744140625,0.8810662109374999,0.0,0.03370750387439431,0.0,0.0,0.0,0.0077667293659129544,0.2702457640989824,0.8779642368715165,0.7292295048999632,0.02687013750027581
0.367078,0.0,0.0,-0.7422025146484375,0.8906430175781249,0.0,0.0255803981971688,0.0,0.0,0.0,0.006823618115644739,0.27607673300181246,0.88172437935736,0.733211795844889,0.02652194249361862
0.386044,0.0,0.0,-0.6105214233398437,0.9552864624023437,0.0,0.020650842294589397,0.0,0.0,0.0,0.008580256293017867,0.29272406408282253,0.903541925931588,0.6971329837475356,0.02427374460852466
0.393635,0.0,0.0,-0.70868369140625,0.928950244140625,0.0,0.016787136316892024,0.0,0.0,0.0,0.007600878712943239,0.29910779747201666,0.9110758126432554,0.7006657106521681,0.02208947189526812
0.400265,0.0,0.0,-0.7876923461914062,0.97683427734375,0.0,0.016787136316892024,0.0,0.0,0.0,0.00674969612899405,0.305115389952961,0.9305758553655784,0.7265689951900856,0.020737109470569687
0.435548,0.0,0.0,-0.679953271484375,0.967257470703125,0.0,0.005329249624410167,0.0,0.0,0.0,0.012658180709673087,0.3364216019799582,0.9414484397590693,0.7131494605430834,0.015864751703741256
0.446255,0.0,0.0,-0.63206923828125,0.8379705810546875,0.0,0.007993874436615249,0.0,0.0,0.0,0.011396129770157155,0.3437006369313675,0.9107595208743376,0.6891739476779118,0.013145253072187908
0.453145,0.0,0.0,-0.6967126831054687,0.8762778076171874,0.0,0.010924961730040842,0.0,0.0,0.0,0.00965832869176892,0.3484870854648626,0.9005323281801443,0.691466527861658,0.012512000007408897
0.517881,0.0,0.0,-0.622492431640625,0.8714894042968749,0.0,-0.013323124061025418,0.0,0.0,0.0,0.02353101939516325,0.3994122189201069,0.8918971782608359,0.6712456150496248,0.004078008338002065
0.554754,0.0,0.0,-0.5793968017578125,0.9792284790039062,0.0,-0.022516079663132953,0.0,0.0,0.0,0.02680612966989495,0.42567362578704154,0.917763685621144,0.6437524243147063,-0.004805068615281688
0.587639,0.0,0.0,-0.737414111328125,0.852335791015625,0.0,0.0039969372183076245,0.0,0.0,0.0,0.028334269106341924,0.4451661355562143,0.8983292524698658,0.671575825453761,-0.0012392090816524767
0.632684,0.0,0.0,-0.737414111328125,0.7876923461914062,0.0,0.0006661562030512709,0.0,0.0,0.0,0.033548151219107425,0.4703411152319938,0.8654726458761205,0.6911434682640702,9.250246045616859e-05
0.674382,0.0,0.0,-0.5123591552734374,0.8762778076171874,0.0,0.0003996937218307625,0.0,0.0,0.0,0.036701824430648344,0.49218138119299354,0.8686182219709087,0.6379562170448915,-0.0019370781163255194
0.760335,0.0,0.0,-0.8714894042968749,0.7805097412109374,0.0,-0.03890352225819422,0.0,0.0,0.0,0.05406223967135235,0.533404377484606,0.8423252597135937,0.7068981500954086,-0.008570372034602623
0.878265,0.0,0.0,-0.8930372192382812,0.9169792358398436,0.0,-0.08526799399056267,0.0,0.0,0.0,0.07710945657743762,0.5778006649955897,0.864019337260928,0.7601589890205522,-0.02630330830906154
0.947359,0.0,0.0,-1.0319009155273438,0.6703764648437499,0.0,-0.049961715228845315,0.0,0.0,0.0,0.07474152912497742,0.5769758362140691,0.8062055316573163,0.8399561235257509,-0.027000938412345507
1.028889,0.0,0.0,-0.8188169677734375,0.948103857421875,0.0,0.03703828488965066,0.0,0.0,0.0,0.07915932720383628,0.5963086294674067,0.8478378231061354,0.8335487547336877,-0.00854354578615087
1.060519,-0.8396045243403778,-1.5146630714612592,-0.9457096557617187,0.7972691528320313,-0.49999999999999994,-0.03797090357392244,0.5211054490153315,0.5284122447024275,0.15185482958774035,-0.22366643569235195,0.3056562377637277,0.830614153017866,0.8664192987501927,-0.015433648031698208
1.074619,-0.8396045243403778,-1.5146630714612592,-0.833182177734375,0.584185205078125,-0.49999999999999994,-0.06328483928987072,0.8480938816331384,0.7904430423801883,0.25646568863452524,-0.4203177190759352,0.1530820468238721,0.7566756448800044,0.8558888936094896,-0.029920417291821363
1.086367,-0.8396045243403778,-1.5146630714612592,-0.8786720092773437,0.5793968017578125,-0.49999999999999994,-0.07234456365136802,1.0630989640349586,0.9279043609489002,0.3292391808377424,-0.5502865668570689,0.07534497304431836,0.7037495237988297,0.8621317347109226,-0.042329557850666666
1.098984,-0.8396045243403778,-1.5146630714612592,-0.8858546142578124,0.5315127685546874,-0.49999999999999994,-0.06648238906451683,1.209966446939375,1.005772346523912,0.3801235335954301,-0.6385131424722085,0.03447196469629653,0.652512009549293,0.8686767955751545,-0.04936125429163538
1.111359,-0.8396045243403778,-1.5146630714612592,-0.8116343627929687,0.48123453369140623,-0.49999999999999994,-0.0401026034236865,1.3112760001547976,1.0522470321897954,0.41578751914301604,-0.6993477980795266,0.012366165866073336,0.6016421570714552,0.8513571854946114,-0.04686304561926104
1.131962,-0.8396045243403778,-1.5146630714612592,-0.8882488159179687,0.34715924072265625,-0.49999999999999994,-0.015454823910789483,1.3881955844769913,1.0871560435098144,0.44082881071584684,-0.7417452523128647,0.001507790462494031,0.5261256209610793,0.8617895738301227,-0.03735682831102896
1.173674,-0.8396045243403778,-1.5146630714612592,-0.7637503295898437,0.34715924072265625,-0.49999999999999994,-0.015454823910789483,1.4588412440106349,1.1215834391574522,0.4584249630279715,-0.7716500076153989,0.0018625669217373977,0.4729952343528112,0.8317647236511615,-0.03170268033950865
1.214748,-0.8396045243403778,-1.5146630714612592,-0.6751648681640625,0.44532150878906246,-0.49999999999999994,0.012923430339194655,1.5082524177594043,1.143346112335634,0.4707608585395838,-0.7925519354369152,0.0058756708817222746,0.4647342525052754,0.7847646378096068,-0.020080654755830506
1.23684,-0.8396045243403778,-1.5146630714612592,-0.6727706665039062,0.51714755859375,-0.49999999999999994,0.015188361429568975,1.527776419408492,1.150556973853987,0.4794187755528605,-0.8069119381146073,0.0077833886776816075,0.48024545189533896,0.7514764188766156,-0.010559507721299148
1.2897,-0.8396045243403778,-1.5146630714612592,-0.5291185668945312,0.5410895751953124,-0.49999999999999994,-0.012523736617363892,1.5656173955292014,1.1574229369693934,0.4854459741079318,-0.8164832084135885,0.026068681271442448,0.4982534163990661,0.6849216525115865,-0.013772515043091224
