Time,x_cv,z_cv,ax_imu,ay_imu,theta_cv,w_imu,x_out,vx_out,ax_out,y_out,vy_out,ay_out,theta_out,w_out
0.034693,0.0,0.0,0.02154781494140625,-2.4779987182617185,0.0,-0.0030643185340358454,0.0,0.0,0.0,-7.587933287446154e-06,-0.006856181327941679,-1.434630836833179,-0.012478683129373917,-0.0017991720070396231
0.110371,0.0,0.0,0.08140285644531249,-2.5139117431640625,0.0,0.0014655436467127959,0.0,0.0,0.0,-0.0033986174078067077,-0.14456682944551102,-1.880507635254928,-0.041037148019752404,-0.0015159491104765718
0.149507,0.0,0.0,0.16280571289062498,-2.4396914916992185,0.0,-0.012923430339194655,0.0,0.0,0.0,-0.007255449289163026,-0.23307549229781785,-2.0761333125581682,-0.0839319046285304,-0.007126993161607266
0.168672,0.0,0.0,0.033518823242187495,-2.446874096679687,0.0,-0.004130168458917879,0.0,0.0,0.0,-0.008409934964296555,-0.28070553771821893,-2.1954918182381595,-0.06773745413798186,-0.005697418406207361
0.209335,0.0,0.0,-0.0383072265625,-2.3151930053710936,0.0,0.0029310872934255917,0.0,0.0,0.0,-0.01493484022827244,-0.3708618904032368,-2.2324479689522114,-0.03497291833236287,-0.0019042681449821862
0.248781,0.0,0.0,0.08379705810546874,-2.4396914916992185,0.0,-0.005595712105630674,0.0,0.0,0.0,-0.02179242459281976,-0.46059077046013036,-2.295127615940531,-0.04987997634597657,-0.0035603957895446775
0.272724,0.0,0.0,0.055066638183593745,-2.3965958618164063,0.0,0.0074609494741742334,0.0,0.0,0.0,-0.023296581968243607,-0.5140584027783155,-2.325491473817833,-0.05139740981185755,-0.0003081355688196153
0.308879,0.0,0.0,0.16759411621093748,-2.3319524169921872,0.0,0.020517611053979142,0.0,0.0,0.0,-0.030091526505794428,-0.5926138779055646,-2.327377392876303,-0.08590974375607863,0.004759569672246914
0.387209,0.0,0.0,0.21068974609375,-2.4660277099609376,0.0,0.010924961730040842,0.0,0.0,0.0,-0.05732250158855831,-0.7622988798690435,-2.3684450646005555,-0.1228416901552114,0.0045493894405583355
0.497603,0.0,0.0,0.10295067138671875,-2.446874096679687,0.0,0.0127901990985844,0.0,0.0,0.0,-0.10316949358797503,-0.9808383378114658,-2.39121079913616,-0.116316041165394,0.007455134492270585
0.611525,0.0,0.0,0.13407529296874998,-2.422932080078125,0.0,0.02145022973825092,0.0,0.0,0.0,-0.14769924111320423,-1.173490225963346,-2.399551830776724,-0.12068628864722414,0.0110550970311782
0.660102,0.0,0.0,0.13168109130859373,-2.501940734863281,0.0,0.01438897398590745,0.0,0.0,0.0,-0.1365282716075526,-1.2322699475879753,-2.429196428286765,-0.12354120267043399,0.011796145242921207
0.679173,0.0,0.0,0.11013327636718749,-2.4899697265625,0.0,0.0039969372183076245,0.0,0.0,0.0,-0.1084721540599126,-1.24370213965756,-2.4468835093538677,-0.11948318437031306,0.009664518750764094
0.699154,0.0,0.0,0.1005564697265625,-2.5043349365234375,0.0,-0.001732006127933304,0.0,0.0,0.0,-0.0917350536914565,-1.2690558245371377,-2.463736252224006,-0.11382014189538354,0.006468577217455259
0.722502,0.0,0.0,0.16041151123046873,-2.422932080078125,0.0,-0.0021316998497640663,0.0,0.0,0.0,-0.08411777686828661,-1.3052684826874708,-2.451510650062218,-0.1276365036369471,0.0035437267999439454
0.737341,0.0,0.0,0.12210428466796874,-2.375048046875,0.0,0.004130168458917879,0.0,0.0,0.0,-0.07195844345735336,-1.3255916493023068,-2.4287643955465303,-0.12595271365462699,0.0037513078115717496
0.771302,0.0,0.0,0.05985504150390625,-2.511517541503906,0.0,0.009059724361497283,0.0,0.0,0.0,-0.08208282379822779,-1.391529017310149,-2.4532135457284605,-0.1061854518710256,0.005854015782438615
0.790116,0.0,0.0,0.16998831787109375,-2.5450363647460934,0.0,0.00866003063966652,0.0,0.0,0.0,-0.07559888323849685,-1.4241045221463284,-2.4803777405945917,-0.12503427711672865,0.006255515843525468
0.800402,0.0,0.0,0.14125789794921875,-2.4947581298828125,0.0,0.0021316998497640663,0.0,0.0,0.0,-0.0630673029545443,-1.4392463490359684,-2.4846064868970834,-0.1298238641850184,0.004954347968686382
0.812031,0.0,0.0,0.11013327636718749,-2.4516625,0.018673641100805556,0.01732006127933304,-5.424951846566268e-06,-0.0002449579803644594,-0.005537382734166052,-0.0559015879558139,-1.4593685615281369,-2.47481421825876,-0.12389027974988093,0.00870068108971511
0.859398,0.2461625231514211,0.4765689222447777,0.086191259765625,-2.4516625,0.018673641100805556,0.009059724361497283,-0.14613840329977437,-0.07996977522106069,-0.009722027451530252,-0.013133008472124438,-1.513991806414718,-2.4677219169674833,-0.11239969505623523,0.009141618849385346
